-2.0,0.4576626521576203
-1.9,0.3416423221915556
-1.8,0.2333033912691646
-1.7,0.12992698088624247
-1.6,0.029211893754688856
-1.5,-0.07091467759050561
-1.4,-0.17247532226448356
-1.3,-0.2776155405410359
-1.2,-0.3887856284223149
-1.1,-0.5089729135519455
-1.0,-0.642099333521726
-0.9,-0.7935521251363459
-0.8,-0.9712147315486938
-0.7,-1.187240813050211
-0.6,-1.461677934501206
-0.5,-1.8304712955055402
-0.4,-2.3651915595315827
-0.3,-3.232728840817159
-0.2,-4.933158813846431
-0.1,-9.966669984940546
0.0,Infinity
0.1,9.966669984940546
0.2,4.933158813846431
0.3,3.232728840817159
0.4,2.3651915595315827
0.5,1.8304712955055402
0.6,1.461677934501206
0.7,1.187240813050211
0.8,0.9712147315486938
0.9,0.7935521251363459
1.0,0.642099333521726
1.1,0.5089729135519455
1.2,0.3887856284223149
1.3,0.2776155405410359
1.4,0.17247532226448356
1.5,0.07091467759050561
1.6,-0.029211893754688856
1.7,-0.12992698088624247
1.8,-0.2333033912691646
1.9,-0.3416423221915556
2.0,-0.4576626521576203
