-2.0,0.004873019033770222
-1.9,0.0011233742616438096
-1.8,1.378885911705367E-4
-1.7,4.593600754040038E-6
-1.6,6.200367475158237E-10
-1.5,1.2568494630612826E-7
-1.4,2.4709513046010877E-5
-1.3,3.9564904366826023E-4
-1.2,0.0026901603721752616
-1.1,0.012059816956347214
-1.0,0.043208177053631634
-0.9,0.13878750169862056
-0.8,0.44381166845082914
-0.7,1.723658325110274
-0.6,257.33818861587304
-0.5,-5.603596024115687
-0.4,-4.683149554264625
-0.3,-5.210365472531905
-0.2,-6.847112902475109
-0.1,-11.912638414497444
0.0,NaN
0.1,-10.746592056063067
0.2,-5.862387588626855
0.3,-3.6866694848349595
0.4,-2.4701707070401726
0.5,-1.741797904958555
0.6,-1.329714894588491
0.7,-1.192537928887348
0.8,-1.442317208806195
0.9,-2.8730420519733517
1.0,NaN
1.1,4.0286056029285735
1.2,2.46290099772762
1.3,1.9731470344241981
1.4,1.7378510743582565
1.5,1.5957767582158158
1.6,1.4946351813708134
1.7,1.4134234321616335
1.8,1.3422550829293955
1.9,1.2761227750696813
2.0,1.2124113349073824
